total_absences,module_id,prof_id,promo,apogee,mark,year
9.0,13,11,2020,60188590,14.81,2017/2018
25.0,28,5,2020,60188590,15.74,2018/2019
25.0,31,9,2020,60188590,12.64,2019/2020
20.0,23,9,2020,60188590,11.98,2018/2019
24.0,26,7,2020,60188590,14.27,2018/2019
25.0,21,25,2020,60188590,12.99,2018/2019
15.0,37,17,2020,60188590,10.84,2019/2020
6.0,3,21,2020,60188590,12.0,2017/2018
10.0,22,26,2020,60188590,17.31,2018/2019
8.0,38,27,2020,60188590,13.84,2019/2020
13.0,18,4,2020,60188590,12.0,2018/2019
24.0,4,22,2020,60188590,14.86,2017/2018
17.0,10,6,2020,60188590,11.73,2017/2018
6.0,33,11,2020,60188590,16.42,2019/2020
22.0,16,13,2020,60188590,10.65,2018/2019
13.0,9,10,2020,60188590,14.8,2017/2018
20.0,25,2,2020,60188590,12.0,2018/2019
22.0,17,1,2020,60188590,12.0,2018/2019
15.0,5,8,2020,60188590,14.14,2017/2018
26.0,11,6,2020,60188590,13.77,2017/2018
18.0,6,15,2020,60188590,12.61,2017/2018
21.0,7,23,2020,60188590,15.69,2017/2018
28.0,12,2,2020,60188590,15.92,2017/2018
22.0,32,12,2020,60188590,12.0,2019/2020
9.0,27,16,2020,60188590,13.74,2018/2019
14.0,8,24,2020,60188590,13.1,2017/2018
28.0,24,12,2020,81552017,16.79,2018/2019
23.0,13,11,2020,81552017,12.0,2017/2018
31.0,28,5,2020,81552017,12.0,2018/2019
28.0,31,9,2020,81552017,13.94,2019/2020
27.0,23,9,2020,81552017,12.59,2018/2019
32.0,26,7,2020,81552017,12.36,2018/2019
32.0,21,25,2020,81552017,13.06,2018/2019
21.0,37,17,2020,81552017,11.39,2019/2020
21.0,3,21,2020,81552017,11.42,2017/2018
14.0,22,26,2020,81552017,19.74,2018/2019
22.0,38,27,2020,81552017,12.0,2019/2020
24.0,18,4,2020,81552017,18.53,2018/2019
32.0,4,22,2020,81552017,14.37,2017/2018
32.0,10,6,2020,81552017,13.29,2017/2018
20.0,33,11,2020,81552017,10.84,2019/2020
26.0,16,13,2020,81552017,16.12,2018/2019
29.0,9,10,2020,81552017,14.28,2017/2018
30.0,25,2,2020,81552017,16.45,2018/2019
30.0,17,1,2020,81552017,18.97,2018/2019
26.0,5,8,2020,81552017,15.62,2017/2018
30.0,11,6,2020,81552017,14.09,2017/2018
28.0,6,15,2020,81552017,12.0,2017/2018
30.0,7,23,2020,81552017,15.49,2017/2018
31.0,12,2,2020,81552017,16.75,2017/2018
31.0,32,12,2020,81552017,13.27,2019/2020
28.0,27,16,2020,81552017,9.92,2018/2019
25.0,8,24,2020,81552017,16.56,2017/2018
24.0,24,12,2020,22767080,14.24,2018/2019
13.0,13,11,2020,22767080,12.44,2017/2018
26.0,28,5,2020,22767080,11.33,2018/2019
22.0,31,9,2020,22767080,11.63,2019/2020
25.0,23,9,2020,22767080,11.64,2018/2019
25.0,26,7,2020,22767080,8.75,2018/2019
26.0,21,25,2020,22767080,17.68,2018/2019
24.0,37,17,2020,22767080,14.82,2019/2020
17.0,3,21,2020,22767080,13.9,2017/2018
13.0,22,26,2020,22767080,12.45,2018/2019
8.0,38,27,2020,22767080,15.0,2019/2020
23.0,18,4,2020,22767080,12.0,2018/2019
28.0,4,22,2020,22767080,20.0,2017/2018
29.0,10,6,2020,22767080,12.0,2017/2018
10.0,33,11,2020,22767080,13.6,2019/2020
20.0,16,13,2020,22767080,15.04,2018/2019
22.0,9,10,2020,22767080,14.08,2017/2018
29.0,25,2,2020,22767080,14.94,2018/2019
21.0,17,1,2020,22767080,12.0,2018/2019
24.0,5,8,2020,22767080,12.0,2017/2018
30.0,11,6,2020,22767080,15.74,2017/2018
27.0,6,15,2020,22767080,12.0,2017/2018
22.0,7,23,2020,22767080,11.08,2017/2018
30.0,12,2,2020,22767080,15.33,2017/2018
27.0,32,12,2020,22767080,14.53,2019/2020
20.0,27,16,2020,22767080,12.89,2018/2019
20.0,8,24,2020,22767080,13.34,2017/2018
29.0,24,12,2020,83432012,12.8,2018/2019
4.0,13,11,2020,83432012,13.81,2017/2018
26.0,28,5,2020,83432012,12.0,2018/2019
28.0,31,9,2020,83432012,14.55,2019/2020
20.0,23,9,2020,83432012,10.62,2018/2019
28.0,26,7,2020,83432012,12.0,2018/2019
29.0,21,25,2020,83432012,12.0,2018/2019
26.0,37,17,2020,83432012,11.98,2019/2020
13.0,3,21,2020,83432012,9.26,2017/2018
13.0,22,26,2020,83432012,16.71,2018/2019
9.0,38,27,2020,83432012,9.75,2019/2020
19.0,18,4,2020,83432012,14.85,2018/2019
29.0,4,22,2020,83432012,15.29,2017/2018
29.0,10,6,2020,83432012,13.82,2017/2018
16.0,33,11,2020,83432012,11.67,2019/2020
27.0,16,13,2020,83432012,12.0,2018/2019
17.0,9,10,2020,83432012,14.03,2017/2018
26.0,25,2,2020,83432012,12.0,2018/2019
19.0,17,1,2020,83432012,13.27,2018/2019
19.0,5,8,2020,83432012,15.82,2017/2018
26.0,11,6,2020,83432012,12.0,2017/2018
23.0,6,15,2020,83432012,13.34,2017/2018
25.0,7,23,2020,83432012,13.82,2017/2018
29.0,12,2,2020,83432012,12.0,2017/2018
28.0,32,12,2020,83432012,12.0,2019/2020
18.0,27,16,2020,83432012,12.0,2018/2019
19.0,8,24,2020,83432012,13.7,2017/2018
32.0,24,12,2020,66999967,12.0,2018/2019
18.0,13,11,2020,66999967,11.56,2017/2018
29.0,28,5,2020,66999967,13.51,2018/2019
27.0,31,9,2020,66999967,13.65,2019/2020
26.0,23,9,2020,66999967,12.78,2018/2019
30.0,26,7,2020,66999967,12.0,2018/2019
31.0,21,25,2020,66999967,10.52,2018/2019
19.0,37,17,2020,66999967,15.2,2019/2020
22.0,3,21,2020,66999967,15.52,2017/2018
12.0,22,26,2020,66999967,12.36,2018/2019
18.0,38,27,2020,66999967,12.0,2019/2020
16.0,18,4,2020,66999967,14.22,2018/2019
31.0,4,22,2020,66999967,15.25,2017/2018
30.0,10,6,2020,66999967,17.09,2017/2018
17.0,33,11,2020,66999967,12.0,2019/2020
23.0,16,13,2020,66999967,11.69,2018/2019
25.0,9,10,2020,66999967,14.66,2017/2018
30.0,25,2,2020,66999967,10.29,2018/2019
29.0,17,1,2020,66999967,12.0,2018/2019
24.0,5,8,2020,66999967,14.46,2017/2018
30.0,11,6,2020,66999967,12.0,2017/2018
25.0,6,15,2020,66999967,14.96,2017/2018
30.0,7,23,2020,66999967,11.79,2017/2018
30.0,12,2,2020,66999967,13.92,2017/2018
27.0,32,12,2020,66999967,15.74,2019/2020
26.0,27,16,2020,66999967,15.1,2018/2019
23.0,8,24,2020,66999967,13.95,2017/2018
31.0,24,12,2020,91547781,14.29,2018/2019
16.0,13,11,2020,91547781,18.1,2017/2018
29.0,28,5,2020,91547781,14.85,2018/2019
27.0,31,9,2020,91547781,20.0,2019/2020
25.0,23,9,2020,91547781,15.96,2018/2019
30.0,26,7,2020,91547781,15.68,2018/2019
28.0,21,25,2020,91547781,13.07,2018/2019
26.0,37,17,2020,91547781,9.93,2019/2020
19.0,3,21,2020,91547781,10.98,2017/2018
16.0,22,26,2020,91547781,14.43,2018/2019
22.0,38,27,2020,91547781,7.47,2019/2020
27.0,18,4,2020,91547781,11.86,2018/2019
30.0,4,22,2020,91547781,16.7,2017/2018
29.0,10,6,2020,91547781,14.71,2017/2018
15.0,33,11,2020,91547781,14.11,2019/2020
27.0,16,13,2020,91547781,14.18,2018/2019
22.0,9,10,2020,91547781,15.13,2017/2018
32.0,25,2,2020,91547781,12.0,2018/2019
21.0,17,1,2020,91547781,15.23,2018/2019
25.0,5,8,2020,91547781,11.59,2017/2018
31.0,11,6,2020,91547781,14.29,2017/2018
20.0,6,15,2020,91547781,12.0,2017/2018
24.0,7,23,2020,91547781,13.44,2017/2018
29.0,12,2,2020,91547781,12.0,2017/2018
29.0,32,12,2020,91547781,13.52,2019/2020
25.0,27,16,2020,91547781,15.13,2018/2019
18.0,8,24,2020,91547781,14.01,2017/2018
23.0,24,12,2020,21954568,15.67,2018/2019
5.0,13,11,2020,21954568,10.21,2017/2018
24.0,28,5,2020,21954568,10.76,2018/2019
26.0,31,9,2020,21954568,12.0,2019/2020
20.0,23,9,2020,21954568,16.56,2018/2019
24.0,26,7,2020,21954568,12.0,2018/2019
22.0,21,25,2020,21954568,12.0,2018/2019
13.0,37,17,2020,21954568,12.0,2019/2020
4.0,3,21,2020,21954568,12.0,2017/2018
8.0,22,26,2020,21954568,13.38,2018/2019
7.0,38,27,2020,21954568,14.63,2019/2020
17.0,18,4,2020,21954568,15.87,2018/2019
22.0,4,22,2020,21954568,11.06,2017/2018
26.0,10,6,2020,21954568,14.88,2017/2018
3.0,33,11,2020,21954568,16.03,2019/2020
24.0,16,13,2020,21954568,14.69,2018/2019
15.0,9,10,2020,21954568,19.84,2017/2018
26.0,25,2,2020,21954568,12.96,2018/2019
15.0,17,1,2020,21954568,10.31,2018/2019
18.0,5,8,2020,21954568,11.85,2017/2018
26.0,11,6,2020,21954568,14.14,2017/2018
16.0,6,15,2020,21954568,8.79,2017/2018
24.0,7,23,2020,21954568,16.68,2017/2018
19.0,12,2,2020,21954568,9.16,2017/2018
25.0,32,12,2020,21954568,11.07,2019/2020
14.0,27,16,2020,21954568,16.54,2018/2019
13.0,8,24,2020,21954568,13.53,2017/2018
24.0,24,12,2020,25407816,16.29,2018/2019
7.0,13,11,2020,25407816,10.6,2017/2018
25.0,28,5,2020,25407816,13.75,2018/2019
19.0,31,9,2020,25407816,12.52,2019/2020
21.0,23,9,2020,25407816,13.66,2018/2019
27.0,26,7,2020,25407816,11.15,2018/2019
25.0,21,25,2020,25407816,13.99,2018/2019
16.0,37,17,2020,25407816,11.68,2019/2020
14.0,3,21,2020,25407816,12.0,2017/2018
10.0,22,26,2020,25407816,15.38,2018/2019
12.0,38,27,2020,25407816,15.8,2019/2020
21.0,18,4,2020,25407816,12.0,2018/2019
23.0,4,22,2020,25407816,17.08,2017/2018
27.0,10,6,2020,25407816,14.23,2017/2018
6.0,33,11,2020,25407816,12.9,2019/2020
21.0,16,13,2020,25407816,12.0,2018/2019
20.0,9,10,2020,25407816,18.68,2017/2018
26.0,25,2,2020,25407816,14.06,2018/2019
25.0,17,1,2020,25407816,7.22,2018/2019
18.0,5,8,2020,25407816,12.67,2017/2018
28.0,11,6,2020,25407816,14.05,2017/2018
23.0,6,15,2020,25407816,10.91,2017/2018
20.0,7,23,2020,25407816,18.24,2017/2018
27.0,12,2,2020,25407816,14.24,2017/2018
22.0,32,12,2020,25407816,8.86,2019/2020
13.0,27,16,2020,25407816,12.0,2018/2019
25.0,8,24,2020,25407816,14.56,2017/2018
24.0,24,12,2020,72433484,11.51,2018/2019
7.0,13,11,2020,72433484,10.34,2017/2018
24.0,28,5,2020,72433484,10.35,2018/2019
23.0,31,9,2020,72433484,11.39,2019/2020
17.0,23,9,2020,72433484,13.0,2018/2019
26.0,26,7,2020,72433484,11.75,2018/2019
21.0,21,25,2020,72433484,12.0,2018/2019
18.0,37,17,2020,72433484,8.18,2019/2020
5.0,3,21,2020,72433484,12.0,2017/2018
9.0,22,26,2020,72433484,16.06,2018/2019
5.0,38,27,2020,72433484,14.66,2019/2020
9.0,18,4,2020,72433484,12.0,2018/2019
22.0,4,22,2020,72433484,17.8,2017/2018
25.0,10,6,2020,72433484,14.16,2017/2018
8.0,33,11,2020,72433484,12.0,2019/2020
21.0,16,13,2020,72433484,13.97,2018/2019
12.0,9,10,2020,72433484,16.17,2017/2018
24.0,25,2,2020,72433484,10.52,2018/2019
20.0,17,1,2020,72433484,12.0,2018/2019
18.0,5,8,2020,72433484,9.34,2017/2018
28.0,11,6,2020,72433484,17.56,2017/2018
17.0,6,15,2020,72433484,9.2,2017/2018
17.0,7,23,2020,72433484,11.28,2017/2018
27.0,12,2,2020,72433484,15.22,2017/2018
25.0,32,12,2020,72433484,14.2,2019/2020
19.0,27,16,2020,72433484,12.94,2018/2019
15.0,8,24,2020,72433484,14.55,2017/2018
31.0,24,12,2020,12819739,13.06,2018/2019
12.0,13,11,2020,12819739,14.01,2017/2018
26.0,28,5,2020,12819739,12.0,2018/2019
23.0,31,9,2020,12819739,12.0,2019/2020
22.0,23,9,2020,12819739,11.45,2018/2019
26.0,26,7,2020,12819739,14.26,2018/2019
29.0,21,25,2020,12819739,14.02,2018/2019
22.0,37,17,2020,12819739,15.0,2019/2020
9.0,3,21,2020,12819739,12.0,2017/2018
17.0,22,26,2020,12819739,20.0,2018/2019
16.0,38,27,2020,12819739,13.31,2019/2020
20.0,18,4,2020,12819739,19.35,2018/2019
30.0,4,22,2020,12819739,14.12,2017/2018
32.0,10,6,2020,12819739,13.47,2017/2018
3.0,33,11,2020,12819739,10.68,2019/2020
23.0,16,13,2020,12819739,10.53,2018/2019
15.0,9,10,2020,12819739,13.3,2017/2018
29.0,25,2,2020,12819739,15.13,2018/2019
26.0,17,1,2020,12819739,12.0,2018/2019
24.0,5,8,2020,12819739,12.0,2017/2018
28.0,11,6,2020,12819739,17.24,2017/2018
24.0,6,15,2020,12819739,10.76,2017/2018
27.0,7,23,2020,12819739,9.92,2017/2018
30.0,12,2,2020,12819739,14.01,2017/2018
29.0,32,12,2020,12819739,14.82,2019/2020
21.0,27,16,2020,12819739,13.03,2018/2019
26.0,8,24,2020,12819739,12.14,2017/2018
31.0,24,12,2020,48365163,10.4,2018/2019
6.0,13,11,2020,48365163,13.73,2017/2018
28.0,28,5,2020,48365163,12.91,2018/2019
27.0,31,9,2020,48365163,12.56,2019/2020
26.0,23,9,2020,48365163,14.88,2018/2019
30.0,26,7,2020,48365163,15.51,2018/2019
27.0,21,25,2020,48365163,14.73,2018/2019
22.0,37,17,2020,48365163,12.0,2019/2020
11.0,3,21,2020,48365163,13.52,2017/2018
14.0,22,26,2020,48365163,12.0,2018/2019
17.0,38,27,2020,48365163,14.93,2019/2020
26.0,18,4,2020,48365163,14.35,2018/2019
26.0,4,22,2020,48365163,14.79,2017/2018
30.0,10,6,2020,48365163,10.85,2017/2018
12.0,33,11,2020,48365163,12.0,2019/2020
27.0,16,13,2020,48365163,10.74,2018/2019
26.0,9,10,2020,48365163,11.94,2017/2018
24.0,25,2,2020,48365163,12.0,2018/2019
28.0,17,1,2020,48365163,8.22,2018/2019
19.0,5,8,2020,48365163,14.55,2017/2018
27.0,11,6,2020,48365163,14.36,2017/2018
23.0,6,15,2020,48365163,15.51,2017/2018
25.0,7,23,2020,48365163,15.86,2017/2018
25.0,12,2,2020,48365163,15.13,2017/2018
29.0,32,12,2020,48365163,13.44,2019/2020
22.0,27,16,2020,48365163,10.46,2018/2019
21.0,8,24,2020,48365163,11.9,2017/2018
26.0,24,12,2020,69936758,9.87,2018/2019
9.0,13,11,2020,69936758,13.74,2017/2018
27.0,28,5,2020,69936758,12.0,2018/2019
24.0,31,9,2020,69936758,11.49,2019/2020
23.0,23,9,2020,69936758,9.75,2018/2019
23.0,26,7,2020,69936758,15.29,2018/2019
27.0,21,25,2020,69936758,12.98,2018/2019
23.0,37,17,2020,69936758,14.62,2019/2020
8.0,3,21,2020,69936758,10.75,2017/2018
12.0,22,26,2020,69936758,13.78,2018/2019
8.0,38,27,2020,69936758,12.58,2019/2020
20.0,18,4,2020,69936758,12.0,2018/2019
29.0,4,22,2020,69936758,15.85,2017/2018
29.0,10,6,2020,69936758,12.92,2017/2018
7.0,33,11,2020,69936758,13.54,2019/2020
20.0,16,13,2020,69936758,16.64,2018/2019
17.0,9,10,2020,69936758,12.52,2017/2018
30.0,25,2,2020,69936758,13.38,2018/2019
22.0,17,1,2020,69936758,13.41,2018/2019
19.0,5,8,2020,69936758,12.0,2017/2018
24.0,11,6,2020,69936758,12.83,2017/2018
15.0,6,15,2020,69936758,12.0,2017/2018
21.0,7,23,2020,69936758,13.82,2017/2018
28.0,12,2,2020,69936758,10.0,2017/2018
30.0,32,12,2020,69936758,13.32,2019/2020
18.0,27,16,2020,69936758,12.0,2018/2019
19.0,8,24,2020,69936758,15.1,2017/2018
27.0,24,12,2020,39739817,13.21,2018/2019
13.0,13,11,2020,39739817,16.27,2017/2018
30.0,28,5,2020,39739817,14.45,2018/2019
24.0,31,9,2020,39739817,14.17,2019/2020
22.0,23,9,2020,39739817,13.79,2018/2019
28.0,26,7,2020,39739817,14.71,2018/2019
30.0,21,25,2020,39739817,15.88,2018/2019
26.0,37,17,2020,39739817,15.49,2019/2020
13.0,3,21,2020,39739817,13.33,2017/2018
12.0,22,26,2020,39739817,14.97,2018/2019
11.0,38,27,2020,39739817,10.77,2019/2020
21.0,18,4,2020,39739817,6.59,2018/2019
28.0,4,22,2020,39739817,15.99,2017/2018
30.0,10,6,2020,39739817,14.22,2017/2018
17.0,33,11,2020,39739817,12.3,2019/2020
29.0,16,13,2020,39739817,12.7,2018/2019
15.0,9,10,2020,39739817,18.95,2017/2018
29.0,25,2,2020,39739817,12.96,2018/2019
22.0,17,1,2020,39739817,13.13,2018/2019
26.0,5,8,2020,39739817,12.61,2017/2018
31.0,11,6,2020,39739817,14.83,2017/2018
17.0,6,15,2020,39739817,13.9,2017/2018
29.0,7,23,2020,39739817,13.47,2017/2018
28.0,12,2,2020,39739817,13.25,2017/2018
26.0,32,12,2020,39739817,13.63,2019/2020
18.0,27,16,2020,39739817,12.0,2018/2019
23.0,8,24,2020,39739817,17.34,2017/2018
30.0,24,12,2020,69051062,14.62,2018/2019
18.0,13,11,2020,69051062,13.14,2017/2018
25.0,28,5,2020,69051062,14.18,2018/2019
27.0,31,9,2020,69051062,15.48,2019/2020
27.0,23,9,2020,69051062,14.93,2018/2019
27.0,26,7,2020,69051062,13.22,2018/2019
31.0,21,25,2020,69051062,18.69,2018/2019
30.0,37,17,2020,69051062,10.49,2019/2020
18.0,3,21,2020,69051062,12.0,2017/2018
17.0,22,26,2020,69051062,17.98,2018/2019
17.0,38,27,2020,69051062,12.47,2019/2020
25.0,18,4,2020,69051062,14.02,2018/2019
30.0,4,22,2020,69051062,14.96,2017/2018
31.0,10,6,2020,69051062,17.41,2017/2018
11.0,33,11,2020,69051062,12.0,2019/2020
28.0,16,13,2020,69051062,14.13,2018/2019
25.0,9,10,2020,69051062,14.03,2017/2018
31.0,25,2,2020,69051062,12.92,2018/2019
27.0,17,1,2020,69051062,14.19,2018/2019
25.0,5,8,2020,69051062,9.96,2017/2018
26.0,11,6,2020,69051062,13.76,2017/2018
26.0,6,15,2020,69051062,11.04,2017/2018
27.0,7,23,2020,69051062,16.23,2017/2018
30.0,12,2,2020,69051062,12.0,2017/2018
30.0,32,12,2020,69051062,12.37,2019/2020
17.0,27,16,2020,69051062,10.51,2018/2019
23.0,8,24,2020,69051062,16.91,2017/2018
31.0,24,12,2020,45755099,10.93,2018/2019
16.0,13,11,2020,45755099,14.1,2017/2018
29.0,28,5,2020,45755099,14.64,2018/2019
28.0,31,9,2020,45755099,16.07,2019/2020
24.0,23,9,2020,45755099,10.95,2018/2019
32.0,26,7,2020,45755099,13.25,2018/2019
30.0,21,25,2020,45755099,17.56,2018/2019
26.0,37,17,2020,45755099,12.0,2019/2020
17.0,3,21,2020,45755099,9.7,2017/2018
14.0,22,26,2020,45755099,17.65,2018/2019
16.0,38,27,2020,45755099,12.98,2019/2020
28.0,18,4,2020,45755099,9.83,2018/2019
30.0,4,22,2020,45755099,17.85,2017/2018
29.0,10,6,2020,45755099,14.33,2017/2018
15.0,33,11,2020,45755099,15.09,2019/2020
23.0,16,13,2020,45755099,12.96,2018/2019
20.0,9,10,2020,45755099,18.34,2017/2018
31.0,25,2,2020,45755099,10.96,2018/2019
28.0,17,1,2020,45755099,16.16,2018/2019
25.0,5,8,2020,45755099,10.19,2017/2018
30.0,11,6,2020,45755099,15.18,2017/2018
26.0,6,15,2020,45755099,12.0,2017/2018
30.0,7,23,2020,45755099,17.88,2017/2018
28.0,12,2,2020,45755099,13.76,2017/2018
29.0,32,12,2020,45755099,14.63,2019/2020
23.0,27,16,2020,45755099,11.05,2018/2019
27.0,8,24,2020,45755099,13.48,2017/2018
32.0,24,12,2020,88904661,12.97,2018/2019
16.0,13,11,2020,88904661,16.89,2017/2018
31.0,28,5,2020,88904661,12.64,2018/2019
30.0,31,9,2020,88904661,15.8,2019/2020
24.0,23,9,2020,88904661,14.89,2018/2019
31.0,26,7,2020,88904661,9.82,2018/2019
29.0,21,25,2020,88904661,12.79,2018/2019
24.0,37,17,2020,88904661,15.47,2019/2020
18.0,3,21,2020,88904661,13.41,2017/2018
28.0,22,26,2020,88904661,16.4,2018/2019
21.0,38,27,2020,88904661,12.0,2019/2020
31.0,18,4,2020,88904661,16.44,2018/2019
31.0,4,22,2020,88904661,12.0,2017/2018
31.0,10,6,2020,88904661,11.61,2017/2018
25.0,33,11,2020,88904661,13.0,2019/2020
29.0,16,13,2020,88904661,18.73,2018/2019
27.0,9,10,2020,88904661,13.43,2017/2018
29.0,25,2,2020,88904661,10.6,2018/2019
29.0,17,1,2020,88904661,12.0,2018/2019
25.0,5,8,2020,88904661,9.95,2017/2018
31.0,11,6,2020,88904661,15.08,2017/2018
22.0,6,15,2020,88904661,11.22,2017/2018
30.0,7,23,2020,88904661,12.99,2017/2018
32.0,12,2,2020,88904661,12.63,2017/2018
32.0,32,12,2020,88904661,10.73,2019/2020
28.0,27,16,2020,88904661,12.0,2018/2019
26.0,8,24,2020,88904661,13.0,2017/2018
32.0,24,12,2020,82250542,12.74,2018/2019
19.0,13,11,2020,82250542,9.79,2017/2018
32.0,28,5,2020,82250542,14.16,2018/2019
29.0,31,9,2020,82250542,15.27,2019/2020
26.0,23,9,2020,82250542,15.41,2018/2019
29.0,26,7,2020,82250542,13.95,2018/2019
31.0,21,25,2020,82250542,15.72,2018/2019
23.0,37,17,2020,82250542,12.0,2019/2020
18.0,3,21,2020,82250542,12.0,2017/2018
18.0,22,26,2020,82250542,12.0,2018/2019
18.0,38,27,2020,82250542,15.99,2019/2020
25.0,18,4,2020,82250542,14.11,2018/2019
31.0,4,22,2020,82250542,13.75,2017/2018
30.0,10,6,2020,82250542,18.12,2017/2018
16.0,33,11,2020,82250542,12.0,2019/2020
29.0,16,13,2020,82250542,14.77,2018/2019
26.0,9,10,2020,82250542,13.69,2017/2018
32.0,25,2,2020,82250542,17.21,2018/2019
27.0,17,1,2020,82250542,12.0,2018/2019
24.0,5,8,2020,82250542,12.0,2017/2018
30.0,11,6,2020,82250542,17.49,2017/2018
25.0,6,15,2020,82250542,12.71,2017/2018
30.0,7,23,2020,82250542,16.57,2017/2018
31.0,12,2,2020,82250542,12.94,2017/2018
31.0,32,12,2020,82250542,15.78,2019/2020
25.0,27,16,2020,82250542,18.46,2018/2019
23.0,8,24,2020,82250542,9.49,2017/2018
24.0,24,12,2020,94718756,12.6,2018/2019
8.0,13,11,2020,94718756,14.69,2017/2018
32.0,28,5,2020,94718756,13.26,2018/2019
26.0,31,9,2020,94718756,14.19,2019/2020
19.0,23,9,2020,94718756,13.38,2018/2019
27.0,26,7,2020,94718756,14.61,2018/2019
24.0,21,25,2020,94718756,15.16,2018/2019
21.0,37,17,2020,94718756,15.2,2019/2020
14.0,3,21,2020,94718756,13.99,2017/2018
15.0,22,26,2020,94718756,15.86,2018/2019
17.0,38,27,2020,94718756,12.42,2019/2020
23.0,18,4,2020,94718756,11.73,2018/2019
26.0,4,22,2020,94718756,12.0,2017/2018
25.0,10,6,2020,94718756,15.46,2017/2018
10.0,33,11,2020,94718756,15.64,2019/2020
26.0,16,13,2020,94718756,15.14,2018/2019
18.0,9,10,2020,94718756,13.99,2017/2018
27.0,25,2,2020,94718756,10.66,2018/2019
25.0,17,1,2020,94718756,9.35,2018/2019
18.0,5,8,2020,94718756,13.51,2017/2018
27.0,11,6,2020,94718756,12.0,2017/2018
30.0,6,15,2020,94718756,11.68,2017/2018
26.0,7,23,2020,94718756,14.01,2017/2018
28.0,12,2,2020,94718756,12.0,2017/2018
30.0,32,12,2020,94718756,11.73,2019/2020
20.0,27,16,2020,94718756,11.31,2018/2019
21.0,8,24,2020,94718756,14.09,2017/2018
31.0,24,12,2020,13088211,11.87,2018/2019
8.0,13,11,2020,13088211,11.81,2017/2018
30.0,28,5,2020,13088211,15.44,2018/2019
25.0,31,9,2020,13088211,12.0,2019/2020
19.0,23,9,2020,13088211,13.68,2018/2019
29.0,26,7,2020,13088211,13.47,2018/2019
27.0,21,25,2020,13088211,17.32,2018/2019
21.0,37,17,2020,13088211,13.44,2019/2020
11.0,3,21,2020,13088211,15.59,2017/2018
17.0,22,26,2020,13088211,17.06,2018/2019
17.0,38,27,2020,13088211,19.58,2019/2020
27.0,18,4,2020,13088211,11.96,2018/2019
28.0,4,22,2020,13088211,12.0,2017/2018
31.0,10,6,2020,13088211,17.35,2017/2018
14.0,33,11,2020,13088211,10.45,2019/2020
23.0,16,13,2020,13088211,14.91,2018/2019
23.0,9,10,2020,13088211,13.25,2017/2018
30.0,25,2,2020,13088211,14.21,2018/2019
24.0,17,1,2020,13088211,12.0,2018/2019
26.0,5,8,2020,13088211,10.57,2017/2018
27.0,11,6,2020,13088211,13.43,2017/2018
25.0,6,15,2020,13088211,13.22,2017/2018
28.0,7,23,2020,13088211,15.43,2017/2018
31.0,12,2,2020,13088211,13.56,2017/2018
25.0,32,12,2020,13088211,14.36,2019/2020
22.0,27,16,2020,13088211,12.86,2018/2019
18.0,8,24,2020,13088211,12.84,2017/2018
28.0,24,12,2020,99509361,14.67,2018/2019
3.0,13,11,2020,99509361,12.0,2017/2018
28.0,28,5,2020,99509361,12.0,2018/2019
22.0,31,9,2020,99509361,13.26,2019/2020
15.0,23,9,2020,99509361,12.47,2018/2019
23.0,26,7,2020,99509361,15.93,2018/2019
18.0,21,25,2020,99509361,11.97,2018/2019
18.0,37,17,2020,99509361,12.0,2019/2020
6.0,3,21,2020,99509361,13.08,2017/2018
5.0,22,26,2020,99509361,12.0,2018/2019
4.0,38,27,2020,99509361,12.0,2019/2020
14.0,18,4,2020,99509361,16.74,2018/2019
22.0,4,22,2020,99509361,10.8,2017/2018
24.0,10,6,2020,99509361,12.0,2017/2018
7.0,33,11,2020,99509361,15.12,2019/2020
16.0,16,13,2020,99509361,12.0,2018/2019
19.0,9,10,2020,99509361,14.51,2017/2018
29.0,25,2,2020,99509361,11.23,2018/2019
21.0,17,1,2020,99509361,12.0,2018/2019
17.0,5,8,2020,99509361,12.0,2017/2018
24.0,11,6,2020,99509361,15.38,2017/2018
19.0,6,15,2020,99509361,17.26,2017/2018
19.0,7,23,2020,99509361,14.05,2017/2018
27.0,12,2,2020,99509361,14.59,2017/2018
25.0,32,12,2020,99509361,16.38,2019/2020
13.0,27,16,2020,99509361,12.0,2018/2019
15.0,8,24,2020,99509361,12.84,2017/2018
30.0,24,12,2020,77781257,14.09,2018/2019
11.0,13,11,2020,77781257,14.17,2017/2018
31.0,28,5,2020,77781257,12.37,2018/2019
26.0,31,9,2020,77781257,14.14,2019/2020
24.0,23,9,2020,77781257,13.41,2018/2019
30.0,26,7,2020,77781257,13.65,2018/2019
31.0,21,25,2020,77781257,16.31,2018/2019
28.0,37,17,2020,77781257,10.52,2019/2020
10.0,3,21,2020,77781257,15.05,2017/2018
18.0,22,26,2020,77781257,15.48,2018/2019
19.0,38,27,2020,77781257,13.98,2019/2020
19.0,18,4,2020,77781257,16.27,2018/2019
28.0,4,22,2020,77781257,13.76,2017/2018
31.0,10,6,2020,77781257,14.0,2017/2018
13.0,33,11,2020,77781257,13.94,2019/2020
23.0,16,13,2020,77781257,12.0,2018/2019
23.0,9,10,2020,77781257,12.0,2017/2018
27.0,25,2,2020,77781257,17.02,2018/2019
24.0,17,1,2020,77781257,10.98,2018/2019
